"date","gdp_billions_dolar","gdp_per_capita_dolar","annual_gdp_percent_change","country","healthcare_per_capita_dolar","healthcare_per_cent_gdp","population","annual_percent_change","life_expectancy_birth_years","annual_change","obs"
"2000-12-31",197.2896255,24625.6007,3.3757,"austria",2269.1265,9.2037,8010428,0.24,78.086,0.36,20
"2001-12-31",197.5087732,24558.7637,1.2672,"austria",2282.5159,9.2694,8039626,0.36,78.364,0.36,20
"2002-12-31",214.3948667,26527.5931,1.6516,"austria",2497.866,9.3948,8078992,0.49,78.642,0.35,20
"2003-12-31",262.2736312,32294.0489,0.9415,"austria",3091.2402,9.5472,8120104,0.51,78.92,0.35,20
"2004-12-31",301.457562,36889.2335,2.7351,"austria",3594.6504,9.7094,8171217,0.63,79.162,0.31,20
"2005-12-31",316.0922733,38417.4578,2.2441,"austria",3710.3979,9.627,8227034,0.68,79.404,0.31,20
"2006-12-31",336.2800643,40669.327,3.454,"austria",3882.9819,9.5311,8267763,0.5,79.646,0.3,20
"2007-12-31",389.1855715,46915.3374,3.7274,"austria",4478.7686,9.5321,8294722,0.33,79.888,0.3,20
"2008-12-31",432.0519356,51919.9836,1.4604,"austria",5057.7607,9.7256,8321131,0.32,80.13,0.3,20
"2009-12-31",401.7587358,48153.324,-3.7646,"austria",4928.9878,10.2258,8342935,0.26,80.302,0.21,20
"2010-12-31",392.2751073,46903.7616,1.8371,"austria",4800.7935,10.221,8362829,0.24,80.474,0.21,20
"2011-12-31",431.6852174,51442.2762,2.9228,"austria",5167.8179,10.0261,8391200,0.34,80.646,0.21,20
"2012-12-31",409.4018161,48564.9173,0.6804,"austria",4966.0957,10.1992,8429637,0.46,80.818,0.21,20
"2013-12-31",430.1909797,50731.1273,0.0255,"austria",5235.3413,10.2857,8479539,0.59,80.99,0.21,20
"2014-12-31",442.5848153,51786.3772,0.6613,"austria",5393.6021,10.3681,8546066,0.78,81.062,0.09,20
"2015-12-31",381.9711485,44195.8176,1.0145,"austria",4612.8242,10.3675,8642421,1.13,81.134,0.09,20
"2016-12-31",395.837353,45307.5879,1.9894,"austria",4709.876,10.3523,8736487,1.09,81.206,0.09,20
"2017-12-31",417.2611518,47429.1585,2.2586,"austria",4938.9199,10.3846,8797496,0.7,81.278,0.09,20
"2018-12-31",455.1681519,51486.5755,2.5016,"austria",5322.2627,10.3175,8840513,0.49,81.35,0.09,20
"2019-12-31",445.0118727,50114.4011,1.4912,"austria",5242.1831,10.434,8879940,0.45,81.49,0.17,20
"2000-12-31",12.73685683,1276.288,5.8,"belarus",57.6682,5.2761,10256483,-0.5,67.596,0.12,20
"2001-12-31",12.35482014,1244.3732,4.7253,"belarus",74.3364,5.7083,10201209,-0.54,67.674,0.12,20
"2002-12-31",14.59424902,1479.3146,5.0453,"belarus",87.084,5.6233,10135388,-0.65,67.752,0.12,20
"2003-12-31",17.82779132,1819.7661,7.0432,"belarus",109.8769,5.7698,10065878,-0.69,67.83,0.12,20
"2004-12-31",23.14435185,2378.6233,11.4497,"belarus",142.748,5.7371,9999712,-0.66,68.116,0.42,20
"2005-12-31",30.20756732,3125.8105,9.4,"belarus",198.3074,6.0704,9935163,-0.65,68.402,0.42,20
"2006-12-31",36.95431235,3847.4341,10,"belarus",223.8312,5.5738,9874700,-0.61,68.688,0.42,20
"2007-12-31",45.27739981,4735.6576,8.6,"belarus",281.0776,5.692,9825986,-0.49,68.974,0.42,20
"2008-12-31",60.76348315,6377.3697,10.2,"belarus",351.728,5.2942,9787826,-0.39,69.26,0.41,20
"2009-12-31",50.87407805,5352.5839,0.2,"belarus",290.7015,5.3904,9757708,-0.31,69.898,0.92,20
"2010-12-31",57.22249077,6033.6862,7.7983,"belarus",343.6791,5.6569,9731427,-0.27,70.536,0.91,20
"2011-12-31",61.75778894,6527.1739,5.3787,"belarus",319.7537,4.8744,9706981,-0.25,71.174,0.9,20
"2012-12-31",65.68510255,6953.1325,1.6871,"belarus",365.8749,5.2453,9693749,-0.14,71.812,0.9,20
"2013-12-31",75.52798423,7998.1252,1.0035,"belarus",456.4917,5.6956,9691137,-0.03,72.45,0.89,20
"2014-12-31",78.81383998,8341.3997,1.7264,"belarus",450.2226,5.3879,9693739,0.03,72.858,0.56,20
"2015-12-31",56.4547344,5967.0522,-3.8296,"belarus",362.7528,6.0653,9700609,0.07,73.266,0.56,20
"2016-12-31",47.72265782,5039.6819,-2.5264,"belarus",298.6266,5.9105,9708110,0.08,73.674,0.56,20
"2017-12-31",54.72659525,5785.6707,2.5322,"belarus",333.5411,5.7597,9707876,0,74.082,0.55,20
"2018-12-31",60.03126227,6360.0625,3.1492,"belarus",351.0068,5.527,9695574,-0.13,74.49,0.55,20
"2019-12-31",64.40964719,6837.7178,1.4,"belarus",399.3971,5.8613,9673971,-0.22,74.632,0.19,20
"2000-12-31",236.7924603,23098.8865,3.7167,"belgium",1849.916,7.9992,10264343,0.39,77.786,0.26,20
"2001-12-31",236.7461416,23015.0713,1.0996,"belgium",1879.9348,8.1499,10309255,0.44,77.984,0.25,20
"2002-12-31",258.3835994,25006.1914,1.7069,"belgium",2084.72,8.3182,10355568,0.45,78.182,0.25,20
"2003-12-31",318.0825285,30655.2093,1.038,"belgium",2828.3335,9.2082,10402550,0.45,78.38,0.25,20
"2004-12-31",369.2147124,35429.4078,3.5712,"belgium",3326.6372,9.3672,10456163,0.52,78.618,0.3,20
"2005-12-31",385.7147622,36809.7013,2.3217,"belgium",3419.6931,9.2611,10516978,0.58,78.856,0.3,20
"2006-12-31",408.2598409,38705.1068,2.5523,"belgium",3558.1213,9.161,10582975,0.63,79.094,0.3,20
"2007-12-31",470.9221563,44319.1654,3.6769,"belgium",4078.147,9.1661,10653697,0.67,79.332,0.3,20
"2008-12-31",517.3280879,48303.398,0.4469,"belgium",4670.4229,9.63,10726716,0.69,79.57,0.3,20
"2009-12-31",483.2541711,44760.2912,-2.0207,"belgium",4653.4365,10.3546,10801356,0.7,79.76,0.24,20
"2010-12-31",481.4208829,44184.9464,2.8643,"belgium",4544.7798,10.2332,10877947,0.71,79.95,0.24,20
"2011-12-31",523.3303541,47410.5669,1.6945,"belgium",4943.7969,10.3921,10955743,0.72,80.14,0.24,20
"2012-12-31",496.1528799,44670.5607,0.7392,"belgium",4706.4702,10.5065,11031139,0.69,80.33,0.24,20
"2013-12-31",521.7910152,46757.9519,0.4592,"belgium",4947.7695,10.5613,11103257,0.65,80.52,0.24,20
"2014-12-31",535.3902001,47764.0715,1.5785,"belgium",5072.9507,10.5941,11176723,0.66,80.694,0.22,20
"2015-12-31",462.3355748,41008.2967,2.0415,"belgium",4291.4897,10.4307,11248303,0.64,80.868,0.22,20
"2016-12-31",476.0627574,42012.6227,1.2667,"belgium",4534.23,10.7732,11316836,0.61,81.042,0.22,20
"2017-12-31",502.7647206,44198.4824,1.6196,"belgium",4775.8125,10.7831,11384489,0.6,81.216,0.21,20
"2018-12-31",543.347368,47549.208,1.8439,"belgium",5134.4146,10.7647,11448595,0.56,81.39,0.21,20
"2019-12-31",535.3762581,46599.1113,2.1115,"belgium",4960.3936,10.656,11510568,0.54,81.546,0.19,20
"2000-12-31",13.24583384,1621.243,4.5872,"bulgaria",94.4975,5.8297,8097691,-0.79,71.462,0.35,20
"2001-12-31",14.18349796,1770.9135,3.8237,"bulgaria",119.83,6.8596,8034860,-0.78,71.708,0.34,20
"2002-12-31",16.40284641,2092.9577,5.8719,"bulgaria",148.1479,7.081,7974810,-0.75,71.954,0.34,20
"2003-12-31",21.14498355,2719.4977,5.2372,"bulgaria",195.7437,7.1999,7917739,-0.72,72.2,0.34,20
"2004-12-31",26.15789474,3389.707,6.5104,"bulgaria",233.1133,6.8909,7865316,-0.66,72.388,0.26,20
"2005-12-31",29.8692834,3899.9076,7.0563,"bulgaria",267.7414,6.8901,7815221,-0.64,72.576,0.26,20
"2006-12-31",34.37980889,4523.0508,6.8026,"bulgaria",294.1089,6.5254,7766036,-0.63,72.764,0.26,20
"2007-12-31",44.40510147,5885.1043,6.5914,"bulgaria",361.235,6.1604,7719035,-0.61,72.952,0.26,20
"2008-12-31",54.43896642,7265.7355,6.116,"bulgaria",455.5406,6.2877,7674913,-0.57,73.14,0.26,20
"2009-12-31",52.02350466,6988.2333,-3.2719,"bulgaria",459.3002,6.5958,7634735,-0.52,73.362,0.3,20
"2010-12-31",50.68206105,6853.0029,1.5418,"bulgaria",484.7523,7.138,7592273,-0.56,73.584,0.3,20
"2011-12-31",57.67824102,7849.1653,2.1012,"bulgaria",555.8642,7.1388,7543130,-0.65,73.806,0.3,20
"2012-12-31",54.30085742,7432.4788,0.7549,"bulgaria",558.6479,7.5761,7488344,-0.73,74.028,0.3,20
"2013-12-31",55.81013844,7681.9346,-0.5605,"bulgaria",547.4548,7.1677,7431167,-0.76,74.25,0.3,20
"2014-12-31",57.08201126,7901.7859,0.9669,"bulgaria",605.2589,7.7071,7372141,-0.79,74.37,0.16,20
"2015-12-31",50.78199671,7074.681,3.4281,"bulgaria",521.4191,7.4109,7309253,-0.85,74.49,0.16,20
"2016-12-31",53.95389762,7569.4788,3.0398,"bulgaria",562.3408,7.4769,7245975,-0.87,74.61,0.16,20
"2017-12-31",59.19944742,8366.2932,2.7622,"bulgaria",624.525,7.5206,7182428,-0.88,74.73,0.16,20
"2018-12-31",66.36342245,9446.7008,2.6846,"bulgaria",689.9054,7.3434,7117431,-0.9,74.85,0.16,20
"2019-12-31",68.91541614,9879.2685,4.0376,"bulgaria",697.8964,7.1261,7052532,-0.91,74.978,0.17,20
"2000-12-31",21.83978097,4887.7137,2.8955,"croatia",371.0621,7.7145,4548434,-1.24,74.718,0.1,20
"2001-12-31",23.27364026,5412.9251,3.0325,"croatia",388.3249,7.235,4506759,-0.92,74.792,0.1,20
"2002-12-31",27.07455026,6293.2253,5.7221,"croatia",386.4441,6.2051,4482868,-0.53,74.866,0.1,20
"2003-12-31",34.98574988,8129.7946,5.5259,"croatia",512.1521,6.3576,4461139,-0.48,74.94,0.1,20
"2004-12-31",41.95883354,9747.4408,4.1493,"croatia",634.6203,6.5705,4443350,-0.4,75.17,0.31,20
"2005-12-31",45.78023726,10621.5075,4.3124,"croatia",727.131,6.9079,4429681,-0.31,75.4,0.31,20
"2006-12-31",50.86078825,11797.4745,4.9384,"croatia",816.017,6.9791,4417560,-0.27,75.63,0.31,20
"2007-12-31",60.5426735,14046.3168,4.9128,"croatia",1041.0344,7.4751,4405532,-0.27,75.86,0.3,20
"2008-12-31",70.75064625,16416.5868,1.8954,"croatia",1258.8724,7.7287,4393664,-0.27,76.09,0.3,20
"2009-12-31",63.08400471,14653.0436,-7.2817,"croatia",1187.5453,8.1758,4382130,-0.26,76.362,0.36,20
"2010-12-31",60.42601863,14067.5231,-1.2507,"croatia",1126.3737,8.0887,4368682,-0.31,76.634,0.36,20
"2011-12-31",63.16991082,14757.1803,-0.0852,"croatia",1132.4989,7.7685,4351842,-0.39,76.906,0.35,20
"2012-12-31",57.19234692,13401.6566,-2.2757,"croatia",1029.9712,7.7838,4331595,-0.47,77.178,0.35,20
"2013-12-31",58.88908232,13837.7316,-0.3631,"croatia",889.9445,6.518,4308854,-0.53,77.45,0.35,20
"2014-12-31",58.33028976,13762.3729,-0.3459,"croatia",909.3716,6.7001,4283972,-0.58,77.61,0.21,20
"2015-12-31",50.16319288,11933.3774,2.5257,"croatia",795.5208,6.787,4254815,-0.68,77.77,0.21,20
"2016-12-31",52.29515834,12527.7399,3.5324,"croatia",840.905,6.8292,4223751,-0.73,77.93,0.21,20
"2017-12-31",56.21442743,13629.2896,3.4141,"croatia",902.6252,6.7584,4192467,-0.74,78.09,0.21,20
"2018-12-31",62.24787495,15227.5601,2.9,"croatia",1014.2224,6.7843,4160485,-0.76,78.25,0.2,20
"2019-12-31",62.24620634,15311.7669,3.4819,"croatia",1040.0857,6.9786,4129752,-0.74,78.404,0.2,20
"2000-12-31",164.1587391,30743.5477,3.7469,"denmark",2496.0471,8.1044,5340655,0.39,76.62,0.31,20
"2001-12-31",164.7914425,30751.6543,0.8232,"denmark",2602.6428,8.4483,5360748,0.38,76.86,0.31,20
"2002-12-31",178.6351637,33228.6935,0.4663,"denmark",2895.8074,8.7025,5378697,0.33,77.1,0.31,20
"2003-12-31",218.0960335,40458.7774,0.3901,"denmark",3607.043,8.9036,5396355,0.33,77.34,0.31,20
"2004-12-31",251.373003,46511.5983,2.6682,"denmark",4194.8735,9.0074,5415586,0.36,77.588,0.32,20
"2005-12-31",264.4673365,48799.8256,2.3366,"denmark",4442.7554,9.0906,5436313,0.38,77.836,0.32,20
"2006-12-31",282.8849477,52026.9995,3.913,"denmark",4778.8916,9.1688,5457864,0.4,78.084,0.32,20
"2007-12-31",319.4234245,58487.055,0.9092,"denmark",5468.3794,9.3252,5479722,0.4,78.332,0.32,20
"2008-12-31",353.3610388,64322.0635,-0.512,"denmark",6137.7764,9.5113,5502751,0.42,78.58,0.32,20
"2009-12-31",321.2413037,58163.2769,-4.9065,"denmark",6221.689,10.6743,5526452,0.43,78.892,0.4,20
"2010-12-31",321.9952794,58041.3984,1.871,"denmark",6011.5381,10.3332,5550849,0.44,79.204,0.4,20
"2011-12-31",344.0031376,61753.6471,1.3368,"denmark",6281.0044,10.1529,5576016,0.45,79.516,0.39,20
"2012-12-31",327.1489438,58507.5081,0.2265,"denmark",6003.8306,10.2414,5600959,0.45,79.828,0.39,20
"2013-12-31",343.5843916,61191.1937,0.9333,"denmark",6236.5542,10.1696,5625385,0.44,80.14,0.39,20
"2014-12-31",352.9936316,62548.9847,1.6194,"denmark",6380.7847,10.1719,5650653,0.45,80.248,0.13,20
"2015-12-31",302.6730708,53254.8564,2.3426,"denmark",5469.335,10.2272,5677796,0.48,80.356,0.13,20
"2016-12-31",313.1159293,54663.9984,3.246,"denmark",5565.5933,10.1446,5706857,0.51,80.464,0.13,20
"2017-12-31",332.1210638,57610.0982,2.8217,"denmark",5800.1528,10.0396,5737284,0.53,80.572,0.13,20
"2018-12-31",356.8412164,61591.9289,1.9895,"denmark",6216.7686,10.0707,5766686,0.51,80.68,0.13,20
"2019-12-31",347.5613492,59775.7351,2.1147,"denmark",6003.3252,9.9558,5795878,0.51,80.824,0.18,20
"2000-12-31",5.686579748,4070.609,10.0876,"estonia",209.7131,5.157,1396877,-0.47,70.3,0.62,20
"2001-12-31",6.254649539,4505.8583,6.0037,"estonia",214.7041,4.7771,1387995,-0.64,70.73,0.61,20
"2002-12-31",7.367975888,5341.6289,6.7714,"estonia",250.4802,4.7004,1379240,-0.63,71.16,0.61,20
"2003-12-31",9.874013098,7203.523,7.6003,"estonia",349.058,4.8596,1370660,-0.62,71.59,0.6,20
"2004-12-31",12.1459118,8914.1036,6.804,"estonia",455.0681,5.1196,1362480,-0.6,72.028,0.61,20
"2005-12-31",14.1067902,10412.6443,9.5264,"estonia",524.6801,5.058,1354662,-0.57,72.466,0.61,20
"2006-12-31",17.02287041,12639.4001,9.7656,"estonia",600.5079,4.7653,1346709,-0.59,72.904,0.6,20
"2007-12-31",22.44912948,16744.5845,7.5791,"estonia",832.7331,4.9833,1340574,-0.46,73.342,0.6,20
"2008-12-31",24.34167863,18204.9665,-5.132,"estonia",1038.5623,5.7103,1337011,-0.27,73.78,0.6,20
"2009-12-31",19.6330314,14711.7353,-14.6291,"estonia",963.0197,6.5122,1334552,-0.18,74.376,0.81,20
"2010-12-31",19.52347733,14663.0446,2.4443,"estonia",926.4542,6.2712,1331535,-0.23,74.972,0.8,20
"2011-12-31",23.21399409,17487.8048,7.2631,"estonia",1015.9683,5.7668,1327429,-0.31,75.568,0.79,20
"2012-12-31",23.01915007,17403.2053,3.2282,"estonia",1013.3142,5.7903,1322682,-0.36,76.164,0.79,20
"2013-12-31",25.11575337,19056.0019,1.4584,"estonia",1144.6469,5.9779,1317982,-0.36,76.76,0.78,20
"2014-12-31",26.63408397,20261.0667,3.0114,"estonia",1238.927,6.0808,1314526,-0.26,77.1,0.44,20
"2015-12-31",22.89076209,17402.0376,1.853,"estonia",1112.9141,6.3463,1314657,0.01,77.44,0.44,20
"2016-12-31",24.07282928,18295.3429,3.1556,"estonia",1186.1028,6.4296,1315926,0.1,77.78,0.44,20
"2017-12-31",26.9243851,20437.7654,5.792,"estonia",1350.3806,6.5918,1317549,0.12,78.12,0.44,20
"2018-12-31",30.4895009,23063.5638,4.1338,"estonia",1552.6324,6.6864,1322148,0.35,78.46,0.44,20
"2019-12-31",31.04559175,23397.8783,4.0963,"estonia",1598.8188,6.7304,1327039,0.37,78.604,0.18,20
"2000-12-31",126.0195434,24345.9148,5.7734,"finland",1722.8326,7.0925,5176209,0.21,77.644,0.33,20
"2001-12-31",129.5331073,24967.7925,2.61,"finland",1806.0502,7.2509,5188002,0.23,77.896,0.32,20
"2002-12-31",140.4044602,26997.753,1.7071,"finland",2054.2629,7.6277,5200596,0.24,78.148,0.32,20
"2003-12-31",171.6524583,32927.6803,2.0038,"finland",2606.7759,7.9381,5212989,0.24,78.4,0.32,20
"2004-12-31",197.479444,37772.1781,3.9921,"finland",3035.9788,8.0591,5228141,0.29,78.628,0.29,20
"2005-12-31",204.8854947,39054.8504,2.7799,"finland",3228.9521,8.288,5246071,0.34,78.856,0.29,20
"2006-12-31",217.0892698,41222.602,4.0274,"finland",3407.6655,8.2841,5266251,0.38,79.084,0.29,20
"2007-12-31",256.3780678,48476.3927,5.2993,"finland",3911.9658,8.0836,5288689,0.43,79.312,0.29,20
"2008-12-31",285.7163111,53772.7942,0.784,"finland",4481.2168,8.3431,5313350,0.47,79.54,0.29,20
"2009-12-31",253.4975208,47481.4845,-8.0744,"finland",4347.1216,9.1612,5338815,0.48,79.772,0.29,20
"2010-12-31",249.4243108,46505.3032,3.186,"finland",4249.6021,9.142,5363271,0.46,80.004,0.29,20
"2011-12-31",275.6043562,51148.9316,2.5477,"finland",4715.9351,9.223,5388166,0.46,80.236,0.29,20
"2012-12-31",258.2900602,47708.0613,-1.3975,"finland",4572.5234,9.5858,5413859,0.48,80.468,0.29,20
"2013-12-31",271.3624059,49892.2234,-0.9017,"finland",4892.0972,9.8053,5438872,0.46,80.7,0.29,20
"2014-12-31",274.8628268,50327.2403,-0.3649,"finland",4922.6758,9.7812,5461440,0.41,80.888,0.23,20
"2015-12-31",234.5343824,42801.9081,0.5437,"finland",4127.1499,9.6452,5479461,0.33,81.076,0.23,20
"2016-12-31",240.7713513,43814.0265,2.8115,"finland",4107.063,9.378,5495219,0.29,81.264,0.23,20
"2017-12-31",255.6479799,46412.1365,3.1924,"finland",4233.4683,9.1267,5508140,0.24,81.452,0.23,20
"2018-12-31",275.7150875,49988.9108,1.1419,"finland",4515.6772,9.0361,5515461,0.13,81.64,0.23,20
"2019-12-31",268.5082001,48628.6418,1.2208,"finland",4450.3027,9.1535,5521537,0.11,81.808,0.21,20
"2000-12-31",1365.639661,22419.6948,3.9237,"france",2161.853,9.5845,58665453,0.54,78.91,0.29,20
"2001-12-31",1377.657339,22452.9824,1.9837,"france",2192.7158,9.7056,59014772,0.6,79.14,0.29,20
"2002-12-31",1501.409383,24292.5802,1.1355,"france",2449.7583,10.0222,59372786,0.61,79.37,0.29,20
"2003-12-31",1844.544792,29633.679,0.8232,"france",3006.3059,10.0828,59728262,0.6,79.6,0.29,20
"2004-12-31",2119.633182,33803.3096,2.8298,"france",3458.6274,10.1643,60108438,0.64,79.87,0.34,20
"2005-12-31",2196.945232,34773.1501,1.6632,"france",3575.0251,10.2148,60510079,0.67,80.14,0.34,20
"2006-12-31",2320.536221,36474.1596,2.4493,"france",3811.5518,10.3857,60919150,0.68,80.41,0.34,20
"2007-12-31",2660.591246,41561.2005,2.4247,"france",4312.3105,10.3156,61329376,0.67,80.68,0.34,20
"2008-12-31",2930.303781,45519.2969,0.2549,"france",4807.3745,10.5008,61721009,0.64,80.95,0.33,20
"2009-12-31",2700.887367,41740.243,-2.8733,"france",4737.5781,11.2876,62093296,0.6,81.148,0.24,20
"2010-12-31",2645.187882,40677.9851,1.9494,"france",4592.3833,11.2256,62444567,0.57,81.346,0.24,20
"2011-12-31",2865.157542,43848.1061,2.1927,"france",4931.8779,11.185,62775268,0.53,81.544,0.24,20
"2012-12-31",2683.671717,40872.3625,0.3131,"france",4644.5957,11.2974,63071416,0.47,81.742,0.24,20
"2013-12-31",2811.876903,42605.0444,0.5763,"france",4893.4761,11.4164,63335180,0.42,81.94,0.24,20
"2014-12-31",2855.964489,43068.5487,0.9562,"france",4982.9912,11.5444,63588491,0.4,82.044,0.13,20
"2015-12-31",2439.188643,36652.9223,1.1129,"france",4201.5557,11.4476,63809769,0.35,82.148,0.13,20
"2016-12-31",2472.964345,37062.5336,1.0955,"france",4257.1499,11.4716,63989319,0.28,82.252,0.13,20
"2017-12-31",2595.151045,38781.0495,2.2914,"france",4402.0796,11.3328,64144086,0.24,82.356,0.13,20
"2018-12-31",2790.956879,41592.7959,1.8651,"france",4657.7529,11.1858,64277808,0.21,82.46,0.13,20
"2019-12-31",2728.870247,40578.6443,1.843,"france",4491.7354,11.0575,64399759,0.19,82.594,0.16,20
"2000-12-31",1947.981991,23694.7605,2.9125,"germany",2344.3547,9.8882,81551677,-0.01,77.834,0.34,20
"2001-12-31",1945.790974,23628.3272,1.6815,"germany",2346.615,9.9205,81514568,-0.05,78.096,0.34,20
"2002-12-31",2078.484517,25197.2656,-0.198,"germany",2567.5029,10.1837,81443427,-0.09,78.358,0.34,20
"2003-12-31",2501.640388,30310.3576,-0.7001,"germany",3152.7942,10.402,81346810,-0.12,78.62,0.33,20
"2004-12-31",2814.353869,34106.6581,1.1751,"germany",3459.825,10.146,81266673,-0.1,78.842,0.28,20
"2005-12-31",2846.864211,34520.2396,0.7317,"germany",3558.2134,10.3115,81212168,-0.07,79.064,0.28,20
"2006-12-31",2994.703642,36353.8803,3.8164,"germany",3697.9216,10.1796,81177817,-0.04,79.286,0.28,20
"2007-12-31",3425.578383,41640.0809,2.9765,"germany",4182.7993,10.051,81183830,0.01,79.508,0.28,20
"2008-12-31",3745.264094,45612.7106,0.9599,"germany",4669.6533,10.2511,81217482,0.04,79.73,0.28,20
"2009-12-31",3411.261213,41650.3678,-5.6938,"germany",4674.7832,11.2376,81260615,0.05,79.872,0.18,20
"2010-12-31",3399.66782,41572.4559,4.1799,"germany",4611.2759,11.0956,81325090,0.08,80.014,0.18,20
"2011-12-31",3749.314991,46705.8958,3.9252,"germany",5037.3701,10.7782,81423378,0.12,80.156,0.18,20
"2012-12-31",3527.143189,43855.8545,0.4185,"germany",4765.583,10.8532,81545565,0.15,80.298,0.18,20
"2013-12-31",3733.80465,46298.9229,0.4376,"germany",5099.6411,10.998,81680591,0.17,80.44,0.18,20
"2014-12-31",3889.093051,48023.87,2.2095,"germany",5307.082,11.0216,81858825,0.22,80.572,0.16,20
"2015-12-31",3357.585719,41103.2564,1.4919,"germany",4624.5566,11.1837,82073226,0.26,80.704,0.16,20
"2016-12-31",3469.853464,42136.1208,2.23,"germany",4744.2295,11.2356,82331423,0.31,80.836,0.16,20
"2017-12-31",3690.849153,44652.5892,2.6802,"germany",5055.8213,11.3294,82624374,0.36,80.968,0.16,20
"2018-12-31",3977.289455,47973.6076,1.086,"germany",5481.9873,11.4504,82896696,0.33,81.1,0.16,20
"2019-12-31",3888.326789,46794.8993,1.0555,"germany",5440.2515,11.6972,83148141,0.3,81.256,0.19,20
"2000-12-31",130.4577566,12072.9294,3.9198,"greece",885.4104,7.2433,11038109,0.4,78.496,0.27,20
"2001-12-31",136.3092952,12549.0369,4.1316,"greece",1004.8154,7.9878,11072182,0.31,78.704,0.26,20
"2002-12-31",154.5642036,14177.5722,3.9229,"greece",1168.8241,8.2338,11096617,0.22,78.912,0.26,20
"2003-12-31",202.3701402,18518.3788,5.7945,"greece",1566.4098,8.4492,11110487,0.12,79.12,0.26,20
"2004-12-31",240.9635622,21995.4779,5.061,"greece",1782.6959,8.0939,11115091,0.04,79.298,0.22,20
"2005-12-31",247.8754222,22560.1473,0.5991,"greece",1935.2676,8.5647,11113448,-0.01,79.476,0.22,20
"2006-12-31",273.5467285,24821.9367,5.6524,"greece",2052.8755,8.2587,11106093,-0.07,79.654,0.22,20
"2007-12-31",318.9028296,28863.9733,3.2737,"greece",2426.7595,8.3981,11091493,-0.13,79.832,0.22,20
"2008-12-31",355.9086895,32127.9832,-0.3352,"greece",2840.5085,8.8277,11073623,-0.16,80.01,0.22,20
"2009-12-31",331.3085003,29828.756,-4.3007,"greece",2809.0596,9.4069,11055496,-0.16,80.224,0.27,20
"2010-12-31",297.124962,26716.6488,-5.4786,"greece",2564.3694,9.5966,11033783,-0.2,80.438,0.27,20
"2011-12-31",282.995942,25483.8826,-10.1493,"greece",2338.915,9.1933,11004725,-0.26,80.652,0.27,20
"2012-12-31",242.0293071,21912.9983,-7.0867,"greece",1948.2485,8.9238,10963635,-0.37,80.866,0.27,20
"2013-12-31",238.9076901,21787.7878,-2.516,"greece",1813.8779,8.3668,10914505,-0.45,81.08,0.26,20
"2014-12-31",235.4581331,21616.71,0.4757,"greece",1705.1145,7.9078,10862969,-0.47,81.26,0.22,20
"2015-12-31",195.683527,18083.8779,-0.1961,"greece",1452.052,8.0689,10806641,-0.52,81.44,0.22,20
"2016-12-31",193.1481466,17923.9668,-0.4872,"greece",1488.1981,8.3211,10749742,-0.53,81.62,0.22,20
"2017-12-31",199.844406,18582.0893,1.0921,"greece",1505.9459,8.1031,10692228,-0.54,81.8,0.22,20
"2018-12-31",212.0494472,19756.9905,1.6684,"greece",1572.6842,7.9588,10633271,-0.55,81.98,0.22,20
"2019-12-31",205.1441528,19133.7578,1.8036,"greece",1500.595,7.8379,10574024,-0.56,82.144,0.2,20
"2000-12-31",47.21840589,4624.2817,4.4792,"hungary",313.1086,6.778,10202055,-0.28,71.54,0.46,20
"2001-12-31",53.74998909,5276.0332,4.0741,"hungary",359.6975,6.8261,10177955,-0.24,71.87,0.46,20
"2002-12-31",67.60891914,6655.333,4.7413,"hungary",473.1278,7.121,10148401,-0.29,72.2,0.46,20
"2003-12-31",85.30200391,8421.1033,4.0845,"hungary",682.8657,8.1192,10118062,-0.3,72.53,0.46,20
"2004-12-31",104.1410426,10303.7042,5.0004,"hungary",798.4536,7.7701,10094493,-0.23,72.772,0.33,20
"2005-12-31",113.2367116,11225.9326,4.2953,"hungary",895.2033,8.0008,10073525,-0.21,73.014,0.33,20
"2006-12-31",115.7512667,11493.1004,3.9478,"hungary",893.203,7.7874,10057063,-0.16,73.256,0.33,20
"2007-12-31",140.2275606,13944.971,0.277,"hungary",1003.2582,7.2153,10041172,-0.16,73.498,0.33,20
"2008-12-31",158.3744196,15777.192,1.0065,"hungary",1117.2023,7.0969,10023510,-0.18,73.74,0.33,20
"2009-12-31",131.114229,13081.7926,-6.5955,"hungary",943.6877,7.2393,10008579,-0.15,74.042,0.41,20
"2010-12-31",132.2311342,13223.083,1.0831,"hungary",983.1108,7.4632,9986825,-0.22,74.344,0.41,20
"2011-12-31",141.9999602,14240.2575,1.8602,"hungary",1063.4323,7.4909,9953245,-0.34,74.646,0.41,20
"2012-12-31",128.8573705,12989.1803,-1.2577,"hungary",961.1384,7.4302,9922127,-0.31,74.948,0.4,20
"2013-12-31",135.7325957,13719.9505,1.8064,"hungary",990.6312,7.249,9894639,-0.28,75.25,0.4,20
"2014-12-31",141.0789848,14298.8337,4.2237,"hungary",1006.1565,7.0601,9867901,-0.27,75.526,0.37,20
"2015-12-31",125.2103246,12720.712,3.7033,"hungary",870.5194,6.8595,9844246,-0.24,75.802,0.37,20
"2016-12-31",128.6361083,13107.3779,2.192,"hungary",914.1935,6.9954,9815104,-0.3,76.078,0.36,20
