"date","gdp_billions_dolar","gdp_per_capita_dolar","annual_gdp_percent_change","country","healthcare_per_capita_dolar","healthcare_per_cent_gdp","population","annual_percent_change","life_expectancy_birth_years","annual_change","obs"
"2000-12-31",279.8411517,38952.0342,3.9764,"switzerland",3559.8198,9.114,7182059,0.56,79.734,0.32,20
"2001-12-31",287.2265312,39727.8467,1.5758,"switzerland",3763.3845,9.4392,7224403,0.59,79.986,0.32,20
"2002-12-31",310.1757725,42578.7631,-0.0055,"switzerland",4211.7295,9.8522,7276480,0.72,80.238,0.32,20
"2003-12-31",363.063294,49470.3971,-0.0468,"switzerland",5018.5273,10.1094,7330729,0.75,80.49,0.31,20
"2004-12-31",405.5313213,54878.471,2.8215,"switzerland",5608.7031,10.185,7381151,0.69,80.748,0.32,20
"2005-12-31",420.5449478,56546.7857,2.8826,"switzerland",5673.9404,10.0042,7428435,0.64,81.006,0.32,20
"2006-12-31",443.8019054,59300.6172,4.015,"switzerland",5671.9814,9.5334,7475010,0.63,81.264,0.32,20
"2007-12-31",493.5373767,65359.5192,3.9957,"switzerland",6154.7031,9.3636,7541904,0.89,81.522,0.32,20
"2008-12-31",570.3041972,74572.2324,2.7555,"switzerland",7120.6519,9.4809,7638288,1.28,81.78,0.32,20
"2009-12-31",558.1998686,72083.1677,-2.0796,"switzerland",7297.3799,10.0691,7734405,1.26,81.962,0.22,20
"2010-12-31",603.4344934,77117.126,3.2681,"switzerland",7705.1758,9.9416,7822435,1.14,82.144,0.22,20
"2011-12-31",722.0382421,91254.0348,1.9204,"switzerland",9191.959,10.0191,7910982,1.13,82.326,0.22,20
"2012-12-31",692.109694,86547.6709,1.2172,"switzerland",8917.1191,10.2488,7995738,1.07,82.508,0.22,20
"2013-12-31",712.7481242,88109.4868,1.8217,"switzerland",9275.7988,10.4621,8088367,1.16,82.69,0.22,20
"2014-12-31",734.396591,89684.7076,2.4468,"switzerland",9578.6455,10.6164,8187791,1.23,82.864,0.21,20
"2015-12-31",702.1495808,84776.1422,1.6578,"switzerland",9382.791,11.0079,8281732,1.15,83.038,0.21,20
"2016-12-31",695.6006529,83073.2801,2.0452,"switzerland",9439.4248,11.3001,8372898,1.1,83.212,0.21,20
"2017-12-31",704.478517,83352.0887,1.5848,"switzerland",9606.3496,11.481,8451687,0.94,83.386,0.21,20
"2018-12-31",735.5393016,86388.405,2.9169,"switzerland",9870.6641,11.38,8514434,0.74,83.56,0.21,20
"2019-12-31",731.7673981,85334.5195,1.211,"switzerland",9666.3379,11.2915,8575588,0.72,83.698,0.17,20
"2000-12-31",32.37528032,658.3486,5.9,"ukraine",35.1318,5.3069,48879755,-0.89,67.394,0.03,20
"2001-12-31",39.30958098,807.8019,8.8,"ukraine",44.7864,5.7253,48414534,-0.95,67.416,0.03,20
"2002-12-31",43.95636992,911.9111,5.3396,"ukraine",52.8765,5.9922,47976537,-0.9,67.438,0.03,20
"2003-12-31",52.01023872,1087.7856,9.5166,"ukraine",68.9155,6.5457,47605643,-0.77,67.46,0.03,20
"2004-12-31",67.22015416,1416.6038,11.7954,"ukraine",84.5825,6.1686,47261961,-0.72,67.546,0.13,20
"2005-12-31",89.23937011,1894.4708,3.0712,"ukraine",116.3312,6.3462,46912610,-0.74,67.632,0.13,20
"2006-12-31",111.8847525,2391.324,7.5714,"ukraine",148.3751,6.417,46592556,-0.68,67.718,0.13,20
"2007-12-31",148.7338614,3197.9343,8.2158,"ukraine",185.9116,6.0171,46313068,-0.6,67.804,0.13,20
"2008-12-31",188.1111406,4066.5479,2.2435,"ukraine",215.7868,5.4973,46062937,-0.54,67.89,0.13,20
"2009-12-31",121.5527775,2639.3916,-15.1365,"ukraine",168.2864,6.6077,45863884,-0.43,68.494,0.89,20
"2010-12-31",141.2098644,3078.4299,4.092,"ukraine",202.3409,6.8123,45683020,-0.39,69.098,0.88,20
"2011-12-31",169.3330488,3704.825,5.4453,"ukraine",243.7808,6.8162,45516134,-0.37,69.702,0.87,20
"2012-12-31",182.5924165,4004.8044,0.1523,"ukraine",275.2193,7.1167,45406226,-0.24,70.306,0.87,20
"2013-12-31",190.4988115,4187.7397,0.0454,"ukraine",280.9767,6.9416,45307099,-0.22,70.91,0.86,20
"2014-12-31",133.5034114,3104.6433,-10.0789,"ukraine",212.7697,7.1896,45148075,-0.35,71.092,0.26,20
"2015-12-31",91.03095945,2124.6624,-9.773,"ukraine",157.5775,7.7761,44982564,-0.37,71.274,0.26,20
"2016-12-31",93.35599363,2187.7305,2.441,"ukraine",157.5377,7.5454,44833569,-0.33,71.456,0.26,20
"2017-12-31",112.0905304,2638.3262,2.36,"ukraine",187.3952,7.4333,44657257,-0.39,71.638,0.25,20
"2018-12-31",130.8910498,3096.5618,3.4884,"ukraine",222.4754,7.5199,44446954,-0.47,71.82,0.25,20
"2019-12-31",153.882982,3661.4563,3.1995,"ukraine",248.1335,7.0986,44211094,-0.53,71.956,0.19,20
"2000-12-31",1662.127402,28223.0676,3.6724,"united_kingdom",2029.5249,7.1953,58850043,0.37,77.666,0.32,20
"2001-12-31",1643.908162,27806.4488,2.0727,"united_kingdom",2101.8364,7.5672,59092016,0.41,77.914,0.32,20
"2002-12-31",1784.076739,30049.8963,2.1232,"united_kingdom",2386.2124,7.9414,59355690,0.45,78.162,0.32,20
"2003-12-31",2057.093878,34487.4676,3.0299,"united_kingdom",2796.3411,8.1124,59649799,0.5,78.41,0.32,20
"2004-12-31",2421.814354,40371.7108,2.3556,"united_kingdom",3384.6052,8.39,59995851,0.58,78.666,0.33,20
"2005-12-31",2544.829091,42132.0907,2.5933,"united_kingdom",3552.6431,8.4414,60383741,0.65,78.922,0.33,20
"2006-12-31",2717.059798,44654.0969,2.5841,"united_kingdom",3842.6758,8.6082,60803700,0.7,79.178,0.32,20
"2007-12-31",3106.182473,50653.2569,2.2695,"united_kingdom",4450.1289,8.7854,61260676,0.75,79.434,0.32,20
"2008-12-31",2938.882353,47549.3486,-0.2396,"united_kingdom",4301.1167,9.0644,61742151,0.79,79.69,0.32,20
"2009-12-31",2425.798411,38952.211,-4.2474,"united_kingdom",3841.8789,9.8809,62243378,0.81,79.926,0.3,20
"2010-12-31",2491.110093,39688.615,2.1314,"united_kingdom",3904.5071,9.8353,62760039,0.83,80.162,0.3,20
"2011-12-31",2674.891474,42284.8845,1.4576,"united_kingdom",4156.5771,9.8485,63286362,0.84,80.398,0.29,20
"2012-12-31",2719.158341,42686.8001,1.4699,"united_kingdom",4222.085,9.9142,63808727,0.83,80.634,0.29,20
"2013-12-31",2803.291406,43713.8141,1.89,"united_kingdom",4344.6685,9.9757,64302297,0.77,80.87,0.29,20
"2014-12-31",3087.165603,47787.2413,2.9912,"united_kingdom",4740.1104,9.9504,64773504,0.73,80.926,0.07,20
"2015-12-31",2956.573779,45404.5678,2.6226,"united_kingdom",4477.2856,9.9007,65224364,0.7,80.982,0.07,20
"2016-12-31",2722.851958,41499.5557,2.2635,"united_kingdom",4067.1758,9.8731,65655203,0.66,81.038,0.07,20
"2017-12-31",2699.016715,40857.7556,2.1345,"united_kingdom",3966.0583,9.8079,66064804,0.62,81.094,0.07,20
"2018-12-31",2900.791443,43646.952,1.6509,"united_kingdom",4270.2212,9.9038,66432993,0.56,81.15,0.07,20
"2019-12-31",2878.673912,43070.4984,1.6719,"united_kingdom",4312.8892,10.154,66778659,0.52,81.274,0.15,20
