,date, GDP ( Billions of US $), Per Capita (US $), Annual % Change,Country
41,2011-12-31,722.03824213462,91254.0348,1.9204,switzerland
42,2012-12-31,692.10969398689,86547.6709,1.2172,switzerland
43,2013-12-31,712.74812422261,88109.4868,1.8217,switzerland
44,2014-12-31,734.39659103693,89684.7076,2.4468,switzerland
45,2015-12-31,702.1495807709,84776.1422,1.6578,switzerland
46,2016-12-31,695.60065289928,83073.2801,2.0452,switzerland
47,2017-12-31,704.47851696385,83352.0887,1.5848,switzerland
48,2018-12-31,735.53930155267,86388.405,2.9169,switzerland
49,2019-12-31,731.76739805288,85334.5195,1.211,switzerland
50,2020-12-31,752.24804573011,87100.4148,-2.3928,switzerland
51,2021-12-31,812.86692886747,93457.4404,3.6922,switzerland
0,1987-12-31,64.087694038233,1249.4432,,ukraine
1,1988-12-31,74.703517902664,1449.9625,2.5665,ukraine
2,1989-12-31,82.709161099124,1597.5347,3.8731,ukraine
3,1990-12-31,81.393558423441,1568.5366,-6.3452,ukraine
4,1991-12-31,77.350733982446,1487.4998,-8.7,ukraine
5,1992-12-31,73.945908383705,1417.9355,-9.9,ukraine
6,1993-12-31,65.607522123894,1257.3501,-14.2,ukraine
7,1994-12-31,52.543387167176,1011.9794,-22.9,ukraine
8,1995-12-31,48.214751923587,935.9761,-12.2,ukraine
9,1996-12-31,44.558075977043,872.6987,-10.0,ukraine
10,1997-12-31,50.150400171886,991.2204,-3.0,ukraine
11,1998-12-31,41.883241477853,835.251,-1.9,ukraine
12,1999-12-31,31.580960681774,635.7644,-0.2,ukraine
13,2000-12-31,32.375280320577,658.3486,5.9,ukraine
14,2001-12-31,39.309580983228,807.8019,8.8,ukraine
15,2002-12-31,43.95636991702,911.9111,5.3396,ukraine
16,2003-12-31,52.010238715848,1087.7856,9.5166,ukraine
17,2004-12-31,67.220154164317,1416.6038,11.7954,ukraine
18,2005-12-31,89.23937010947,1894.4708,3.0712,ukraine
19,2006-12-31,111.88475247525,2391.324,7.5714,ukraine
20,2007-12-31,148.73386138614,3197.9343,8.2158,ukraine
21,2008-12-31,188.11114064398,4066.5479,2.2435,ukraine
22,2009-12-31,121.55277749256,2639.3916,-15.1365,ukraine
23,2010-12-31,141.20986440849,3078.4299,4.092,ukraine
24,2011-12-31,169.33304884783,3704.825,5.4453,ukraine
25,2012-12-31,182.59241646853,4004.8044,0.1523,ukraine
26,2013-12-31,190.49881146003,4187.7397,0.0454,ukraine
27,2014-12-31,133.50341137574,3104.6433,-10.0789,ukraine
28,2015-12-31,91.030959454696,2124.6624,-9.773,ukraine
29,2016-12-31,93.355993628504,2187.7305,2.441,ukraine
30,2017-12-31,112.09053036854,2638.3262,2.36,ukraine
31,2018-12-31,130.89104979688,3096.5618,3.4884,ukraine
32,2019-12-31,153.88298201628,3661.4563,3.1995,ukraine
33,2020-12-31,156.61786144858,3751.7407,-3.7528,ukraine
34,2021-12-31,200.08553774435,4835.5718,3.4,ukraine
0,1960-12-31,73.233967692103,1397.5948,,united_kingdom
1,1961-12-31,77.741965703354,1472.3857,2.6771,united_kingdom
2,1962-12-31,81.247564156825,1525.7759,1.1029,united_kingdom
3,1963-12-31,86.561961812325,1613.4569,4.8744,united_kingdom
4,1964-12-31,94.407558351162,1748.2881,5.5337,united_kingdom
5,1965-12-31,101.82475507899,1873.5678,2.1422,united_kingdom
6,1966-12-31,108.57275210205,1986.7472,1.5731,united_kingdom
7,1967-12-31,113.11688821079,2058.7819,2.7865,united_kingdom
8,1968-12-31,107.75991006789,1951.7586,5.4411,united_kingdom
9,1969-12-31,116.46470280322,2100.6679,1.9241,united_kingdom
10,1970-12-31,130.6719462443,2347.5443,6.3179,united_kingdom
11,1971-12-31,148.11389632514,2649.8015,3.5047,united_kingdom
12,1972-12-31,169.96503496504,3030.4325,4.3217,united_kingdom
13,1973-12-31,192.53797158256,3426.2762,6.5238,united_kingdom
14,1974-12-31,206.13136979897,3665.8628,-2.4844,united_kingdom
15,1975-12-31,241.75663716814,4299.7456,-1.4736,united_kingdom
16,1976-12-31,232.61455525606,4138.1678,2.9103,united_kingdom
17,1977-12-31,263.06645735217,4681.4399,2.4578,united_kingdom
18,1978-12-31,335.88302972196,5976.9382,4.2043,united_kingdom
19,1979-12-31,438.99407030919,7804.7621,3.749,united_kingdom
20,1980-12-31,564.94771089937,10032.0621,-2.0314,united_kingdom
21,1981-12-31,540.76567524116,9599.3062,-0.7877,united_kingdom
22,1982-12-31,515.04891684137,9146.0774,1.9949,united_kingdom
23,1983-12-31,489.61800818554,8691.5188,4.2219,united_kingdom
24,1984-12-31,461.48709763235,8179.1944,2.2691,united_kingdom
25,1985-12-31,489.28516427105,8652.2165,4.1474,united_kingdom
26,1986-12-31,601.45265318089,10611.1122,3.1503,united_kingdom
27,1987-12-31,745.16260826933,13118.5865,5.3927,united_kingdom
28,1988-12-31,910.1227321238,15987.1681,5.7324,united_kingdom
29,1989-12-31,926.88481675393,16239.2822,2.5776,united_kingdom
30,1990-12-31,1093.1693892046,19095.467,0.7338,united_kingdom
31,1991-12-31,1142.7971781305,19900.7267,-1.1031,united_kingdom
32,1992-12-31,1179.6595296595,20487.1708,0.4011,united_kingdom
33,1993-12-31,1061.3887222555,18389.0196,2.4898,united_kingdom
34,1994-12-31,1140.4897459443,19709.2381,3.846,united_kingdom
35,1995-12-31,1346.4225974436,23206.5686,2.5317,united_kingdom
36,1996-12-31,1421.5148205928,24438.5312,2.4285,united_kingdom
37,1997-12-31,1559.5694171578,26742.9848,4.909,united_kingdom
38,1998-12-31,1653.3918516065,28269.3225,3.154,united_kingdom
39,1999-12-31,1685.7628215499,28726.8572,2.9901,united_kingdom
40,2000-12-31,1662.1274020275,28223.0676,3.6724,united_kingdom
41,2001-12-31,1643.9081617965,27806.4488,2.0727,united_kingdom
42,2002-12-31,1784.0767386091,30049.8963,2.1232,united_kingdom
43,2003-12-31,2057.093877551,34487.4676,3.0299,united_kingdom
44,2004-12-31,2421.8143537166,40371.7108,2.3556,united_kingdom
45,2005-12-31,2544.8290909091,42132.0907,2.5933,united_kingdom
46,2006-12-31,2717.0597976081,44654.0969,2.5841,united_kingdom
47,2007-12-31,3106.1824729892,50653.2569,2.2695,united_kingdom
48,2008-12-31,2938.8823529412,47549.3486,-0.2396,united_kingdom
49,2009-12-31,2425.7984109674,38952.211,-4.2474,united_kingdom
50,2010-12-31,2491.1100934542,39688.615,2.1314,united_kingdom
51,2011-12-31,2674.8914738438,42284.8845,1.4576,united_kingdom
52,2012-12-31,2719.1583410058,42686.8001,1.4699,united_kingdom
53,2013-12-31,2803.2914060299,43713.8141,1.89,united_kingdom
54,2014-12-31,3087.1656029629,47787.2413,2.9912,united_kingdom
55,2015-12-31,2956.5737787378,45404.5678,2.6226,united_kingdom
56,2016-12-31,2722.8519584862,41499.5557,2.2635,united_kingdom
57,2017-12-31,2699.0167151114,40857.7556,2.1345,united_kingdom
58,2018-12-31,2900.7914425541,43646.952,1.6509,united_kingdom
59,2019-12-31,2878.6739124144,43070.4984,1.6719,united_kingdom
60,2020-12-31,2756.9002141073,41098.0787,-9.2704,united_kingdom
61,2021-12-31,3186.859739185,47334.3553,7.4413,united_kingdom
