,date, GDP ( Billions of US $), Per Capita (US $), Annual % Change,Country
9,1969-12-31,11.063065083489,2875.2358,4.5046,norway
10,1970-12-31,12.814123115261,3306.2195,1.9433,norway
11,1971-12-31,14.583114840063,3736.3487,5.6724,norway
12,1972-12-31,17.358610849701,4413.5757,5.3306,norway
13,1973-12-31,22.534253702869,5689.5888,4.5329,norway
14,1974-12-31,27.145693810134,6811.5273,3.923,norway
15,1975-12-31,32.877805200023,8204.4515,4.9521,norway
16,1976-12-31,35.942270686337,8927.2016,5.8254,norway
17,1977-12-31,41.508030431107,10266.1207,4.1607,norway
18,1978-12-31,46.523091009671,11462.6416,3.8694,norway
19,1979-12-31,53.132244623921,13046.5372,4.3725,norway
20,1980-12-31,64.439382896016,15772.2409,4.5646,norway
21,1981-12-31,63.596654760868,15512.5067,1.5983,norway
22,1982-12-31,62.647195537651,15224.8939,0.2354,norway
23,1983-12-31,61.627240831095,14927.5175,3.9728,norway
24,1984-12-31,62.057955032776,14989.4858,6.0524,norway
25,1985-12-31,65.416879914391,15753.5528,5.5534,norway
26,1986-12-31,78.693253275995,18883.2658,4.0423,norway
27,1987-12-31,94.230055658627,22505.8977,1.7534,norway
28,1988-12-31,101.90026085622,24207.2815,-0.2553,norway
29,1989-12-31,102.63378955754,24281.0961,1.0383,norway
30,1990-12-31,119.79168330751,28242.9437,1.9324,norway
31,1991-12-31,121.87246448349,28596.933,3.0847,norway
32,1992-12-31,130.83804006758,30523.9851,3.5744,norway
33,1993-12-31,120.5790727506,27963.6652,2.8453,norway
34,1994-12-31,127.13146111993,29315.8419,5.0554,norway
35,1995-12-31,152.02961232479,34875.7043,4.1555,norway
36,1996-12-31,163.52010915067,37321.9742,5.0279,norway
37,1997-12-31,161.35663188848,36629.0309,5.2846,norway
38,1998-12-31,154.16336430266,34788.3599,2.6244,norway
39,1999-12-31,162.28446507334,36371.051,2.0129,norway
40,2000-12-31,171.2471312686,38131.4606,3.205,norway
41,2001-12-31,173.97221882403,38542.7151,2.0748,norway
42,2002-12-31,195.52418647762,43084.4725,1.4463,norway
43,2003-12-31,228.85850682184,50134.8908,0.9101,norway
44,2004-12-31,264.51163066698,57603.836,3.9694,norway
45,2005-12-31,308.88428405122,66810.4785,2.6254,norway
46,2006-12-31,345.58136996554,74148.3201,2.3998,norway
47,2007-12-31,400.93710015866,85139.9604,2.9943,norway
48,2008-12-31,462.25,96944.0956,0.4763,norway
49,2009-12-31,386.19038531877,79977.6971,-1.727,norway
50,2010-12-31,428.75703846684,87693.7901,0.7018,norway
51,2011-12-31,498.28343845428,100600.5624,0.9814,norway
52,2012-12-31,509.50631714654,101524.1419,2.7031,norway
53,2013-12-31,522.76153191489,102913.4508,1.0341,norway
54,2014-12-31,498.41005025126,97019.1828,1.9695,norway
55,2015-12-31,385.80155006717,74355.5159,1.9671,norway
56,2016-12-31,368.82714285714,70460.5605,1.0716,norway
57,2017-12-31,398.39395526899,75496.7541,2.3233,norway
58,2018-12-31,436.99969259145,82267.8093,1.1188,norway
59,2019-12-31,404.94136363636,75719.7529,0.7458,norway
60,2020-12-31,362.19831843526,67329.6778,-0.7172,norway
61,2021-12-31,482.43701979045,89202.7505,3.9227,norway
0,1990-12-31,65.977749036984,1731.2095,,poland
1,1991-12-31,85.50093593499,2235.5411,-7.0156,poland
2,1992-12-31,94.337050693273,2459.0207,2.515,poland
3,1993-12-31,96.045645026178,2497.1952,3.7383,poland
4,1994-12-31,110.8033915167,2874.8253,5.2928,poland
5,1995-12-31,142.29278350516,3686.8193,7.1029,poland
6,1996-12-31,160.19324209043,4147.4655,6.1154,poland
7,1997-12-31,159.35778977221,4123.1356,6.4491,poland
8,1998-12-31,174.68579156356,4518.1082,4.6406,poland
9,1999-12-31,170.03100501626,4398.081,4.6548,poland
10,2000-12-31,172.21946112607,4501.4541,4.561,poland
11,2001-12-31,190.90549353917,4991.2444,1.2585,poland
12,2002-12-31,199.07205882353,5207.1714,2.0359,poland
13,2003-12-31,217.82726080584,5701.6022,3.4984,poland
14,2004-12-31,255.11018153981,6681.3865,4.9828,poland
15,2005-12-31,306.14433626951,8021.5057,3.5068,poland
16,2006-12-31,344.62200309358,9035.4105,6.1311,poland
17,2007-12-31,429.02850536508,11254.5174,7.0615,poland
18,2008-12-31,533.6090818529,13996.0252,4.2,poland
19,2009-12-31,439.73750841319,11526.0559,2.8322,poland
20,2010-12-31,479.83417902033,12613.011,3.7405,poland
21,2011-12-31,528.3012690698,13879.561,4.7576,poland
22,2012-12-31,498.52356824812,13097.2708,1.3249,poland
23,2013-12-31,521.01626273492,13696.4663,1.1258,poland
24,2014-12-31,542.47709621176,14271.3059,3.3786,poland
25,2015-12-31,477.81191139408,12578.4955,4.2363,poland
26,2016-12-31,472.63036420818,12447.4396,3.1417,poland
27,2017-12-31,526.50887730532,13864.6818,4.8307,poland
28,2018-12-31,587.41174516156,15468.4822,5.3537,poland
29,2019-12-31,597.28056467156,15732.2031,4.745,poland
30,2020-12-31,596.62435571967,15742.4537,-2.5407,poland
31,2021-12-31,674.04826639737,17840.9211,5.7326,poland
0,1960-12-31,3.193200404373,360.4993,,portugal
1,1961-12-31,3.417516639376,382.7299,5.5349,portugal
2,1962-12-31,3.668222357657,407.8528,6.6144,portugal
3,1963-12-31,3.9057344597269,432.5117,5.8737,portugal
4,1964-12-31,4.235608177671,468.7811,6.3107,portugal
5,1965-12-31,4.6874640548346,520.9107,7.469,portugal
6,1966-12-31,5.1353878459711,575.0077,4.0779,portugal
7,1967-12-31,5.7402411656343,646.8227,7.5445,portugal
8,1968-12-31,6.3542626283354,719.0805,8.8755,portugal
9,1969-12-31,6.9690258256287,795.7594,2.1207,portugal
10,1970-12-31,8.1082357043236,934.0822,12.6126,portugal
11,1971-12-31,9.2016042402827,1064.5377,6.6317,portugal
12,1972-12-31,11.239117865085,1302.2663,8.0157,portugal
13,1973-12-31,15.090564186427,1747.989,11.2007,portugal
14,1974-12-31,17.512391475927,2000.4182,1.1429,portugal
15,1975-12-31,19.347607843137,2127.6375,-4.3476,portugal
16,1976-12-31,20.332831564987,2173.2839,6.9002,portugal
17,1977-12-31,21.439523310634,2267.371,5.6026,portugal
18,1978-12-31,23.487614051095,2457.3132,2.816,portugal
19,1979-12-31,26.622819672131,2755.6246,5.6389,portugal
20,1980-12-31,32.896519823789,3368.3667,4.5893,portugal
21,1981-12-31,31.977276872964,3245.9752,1.6181,portugal
22,1982-12-31,30.527754793138,3079.9496,2.1354,portugal
23,1983-12-31,27.239650741947,2735.4911,-0.1731,portugal
24,1984-12-31,25.217969049576,2522.7475,-1.88,portugal
25,1985-12-31,27.115807742087,2705.193,2.8074,portugal
26,1986-12-31,38.745901353706,3861.9484,4.141,portugal
27,1987-12-31,48.182925857407,4803.8661,6.3814,portugal
28,1988-12-31,56.347250696379,5623.697,7.4891,portugal
29,1989-12-31,60.594092182328,6056.381,6.4406,portugal
30,1990-12-31,78.713860216566,7884.618,3.9505,portugal
31,1991-12-31,89.233599278479,8958.9853,4.3682,portugal
32,1992-12-31,107.5920983071,10810.5665,1.0895,portugal
33,1993-12-31,95.009751901259,9534.6564,-2.0433,portugal
34,1994-12-31,99.688641304348,9977.3199,0.9648,portugal
35,1995-12-31,118.12200743001,11781.3619,4.2828,portugal
36,1996-12-31,122.63008968027,12185.0914,3.5042,portugal
37,1997-12-31,117.01653516295,11575.5071,4.4009,portugal
38,1998-12-31,123.9463279163,12199.2064,4.808,portugal
39,1999-12-31,127.47038555718,12475.2918,3.9066,portugal
40,2000-12-31,118.60519287739,11526.3721,3.8162,portugal
41,2001-12-31,121.604107165,11734.765,1.9437,portugal
42,2002-12-31,134.79556554942,12936.6928,0.7709,portugal
43,2003-12-31,165.22617553679,15797.7821,-0.9305,portugal
44,2004-12-31,189.38212253217,18064.1581,1.7887,portugal
45,2005-12-31,197.25387670492,18780.1275,0.7818,portugal
46,2006-12-31,208.75644927585,19839.454,1.625,portugal
47,2007-12-31,240.49614731738,22811.0565,2.5066,portugal
48,2008-12-31,263.41639462408,24949.0414,0.3192,portugal
49,2009-12-31,244.66776283554,23151.2154,-3.1221,portugal
50,2010-12-31,238.11300323328,22520.6423,1.7376,portugal
51,2011-12-31,245.11799024225,23217.2955,-1.6962,portugal
52,2012-12-31,216.22424057796,20563.7136,-4.0573,portugal
53,2013-12-31,226.43385800571,21653.196,-0.9226,portugal
54,2014-12-31,229.90196422188,22103.701,0.7922,portugal
55,2015-12-31,199.39406652544,19250.1065,1.792,portugal
56,2016-12-31,206.42615230893,19991.9725,2.0195,portugal
57,2017-12-31,221.35787471893,21490.4299,3.5063,portugal
58,2018-12-31,242.31311657797,23562.5545,2.8493,portugal
59,2019-12-31,239.9869226389,23330.8173,2.6828,portugal
60,2020-12-31,228.53924504534,22194.5661,-8.4425,portugal
61,2021-12-31,249.88646435475,24262.1809,4.8812,portugal
0,1987-12-31,38.413636363636,1673.8384,,romania
1,1988-12-31,40.809523809524,1769.8899,,romania
2,1989-12-31,42.105263157895,1817.9021,,romania
3,1990-12-31,38.995454545454,1680.7056,,romania
4,1991-12-31,28.998684210526,1260.749,-12.9182,romania
5,1992-12-31,25.121666666667,1102.1038,-8.7672,romania
6,1993-12-31,26.362894736842,1158.1325,1.5288,romania
7,1994-12-31,30.074440483384,1323.1043,3.9319,romania
8,1995-12-31,37.435317265125,1650.2765,6.2335,romania
9,1996-12-31,36.9370742783,1633.0106,3.9077,romania
10,1997-12-31,35.574916294643,1577.3234,-4.8491,romania
11,1998-12-31,41.69411897251,1852.4673,-2.0298,romania
12,1999-12-31,35.952781582208,1599.8895,-0.3767,romania
13,2000-12-31,37.253259016998,1659.9076,2.4613,romania
14,2001-12-31,40.394824679123,1825.1798,5.2181,romania
15,2002-12-31,46.066101951293,2119.8827,5.703,romania
16,2003-12-31,57.806506024096,2679.4119,2.3411,romania
17,2004-12-31,74.972669056592,3494.9445,10.4281,romania
18,2005-12-31,98.452791982702,4617.929,4.6681,romania
19,2006-12-31,122.02299750801,5757.4964,8.0288,romania
20,2007-12-31,174.58520280523,8360.1663,7.2338,romania
21,2008-12-31,214.31362896502,10435.044,9.3075,romania
22,2009-12-31,174.10369593021,8548.1187,-5.5174,romania
23,2010-12-31,166.30935523459,8214.0769,-3.9012,romania
24,2011-12-31,183.32674014302,9099.2175,1.9061,romania
25,2012-12-31,170.63580531688,8507.1048,2.0407,romania
26,2013-12-31,190.8013461943,9547.8522,3.771,romania
27,2014-12-31,199.95936343007,10043.6774,3.6087,romania
28,2015-12-31,177.7292108745,8969.1489,2.9537,romania
29,2016-12-31,188.1288184864,9548.5874,4.703,romania
30,2017-12-31,211.69542257866,10807.0092,7.3194,romania
31,2018-12-31,241.45740308504,12398.982,4.4745,romania
32,2019-12-31,249.88159229807,12899.3461,4.1883,romania
33,2020-12-31,249.5113336475,12956.5662,-3.7479,romania
34,2021-12-31,284.0875636958,14861.9092,5.8797,romania
0,1988-12-31,554.7134551495,3777.2354,,russia
1,1989-12-31,506.50017396027,3428.7622,,russia
2,1990-12-31,516.81427402196,3492.7102,-3.0,russia
3,1991-12-31,517.96296296296,3490.4524,-5.0469,russia
4,1992-12-31,460.29055690073,3098.8027,-14.5311,russia
5,1993-12-31,435.08371385084,2930.6702,-8.6685,russia
6,1994-12-31,395.07730124846,2662.104,-12.5698,russia
7,1995-12-31,395.53718573485,2665.7798,-4.1435,russia
8,1996-12-31,391.7248907445,2643.9292,-3.7551,russia
9,1997-12-31,404.92895419188,2737.572,1.3999,russia
10,1998-12-31,270.95548686244,1834.8618,-5.3,russia
11,1999-12-31,195.90712835093,1330.7572,6.3999,russia
12,2000-12-31,259.71014219694,1771.5941,10.0001,russia
13,2001-12-31,306.6020706205,2100.3525,5.1001,russia
14,2002-12-31,345.47049441786,2377.5295,4.7,russia
15,2003-12-31,430.34777073179,2975.1252,7.3,russia
16,2004-12-31,591.0166907428,4102.3647,7.1999,russia
17,2005-12-31,764.01710799239,5323.4629,6.4,russia
18,2006-12-31,989.93054227869,6920.189,8.2001,russia
19,2007-12-31,1299.7057648236,9101.2549,8.5,russia
20,2008-12-31,1660.8463876248,11635.2725,5.2,russia
21,2009-12-31,1222.6442822019,8562.8135,-7.8,russia
22,2010-12-31,1524.917468442,10674.9961,4.5,russia
23,2011-12-31,2045.9256082744,14311.084,4.3,russia
24,2012-12-31,2208.2957736431,15420.875,4.0241,russia
25,2013-12-31,2292.4732466211,15974.6445,1.7554,russia
26,2014-12-31,2059.2419654908,14095.6484,0.7363,russia
27,2015-12-31,1363.4810634468,9313.0137,-1.9727,russia
28,2016-12-31,1276.7869792218,8704.8984,0.1937,russia
29,2017-12-31,1574.1993870709,10720.333,1.8258,russia
30,2018-12-31,1657.3296461836,11287.3604,2.8072,russia
31,2019-12-31,1693.1139042629,11536.251,2.1981,russia
32,2020-12-31,1488.3218754897,10161.9824,-2.6833,russia
33,2021-12-31,1775.799919353,12172.7852,4.8198,russia
0,1999-12-31,1.1090986575751,40864.3255,9.0494,san_marino
1,2000-12-31,1.005159388244,36604.4934,2.1794,san_marino
2,2001-12-31,1.0774134790528,38730.803,5.5783,san_marino
3,2002-12-31,1.1682692307692,41464.7464,0.3108,san_marino
4,2003-12-31,1.4643261608154,51270.1292,3.873,san_marino
5,2004-12-31,1.72375,59558.7727,4.5488,san_marino
6,2005-12-31,1.7858475314016,60900.5433,2.4251,san_marino
7,2006-12-31,1.9081671057584,64261.0327,3.8301,san_marino
8,2007-12-31,2.185874623597,72697.706,7.1093,san_marino
9,2008-12-31,2.3934378204189,78643.5506,-0.5009,san_marino
10,2009-12-31,2.0561267018616,66703.2182,-10.321,san_marino
11,2010-12-31,1.8812143709399,60254.7763,-5.4737,san_marino
12,2011-12-31,1.8137527839644,57297.5133,-8.3148,san_marino
13,2012-12-31,1.6047796479507,49988.4636,-7.0445,san_marino
14,2013-12-31,1.6788418116616,51570.984,-0.784,san_marino
15,2014-12-31,1.6739736946991,50817.3308,-0.7024,san_marino
16,2015-12-31,1.4193947631199,42662.9024,2.2915,san_marino
17,2016-12-31,1.468377241532,43828.2315,2.3444,san_marino
18,2017-12-31,1.5286307049254,45399.029,0.2583,san_marino
19,2018-12-31,1.6553008974965,48996.593,1.4939,san_marino
20,2019-12-31,1.6162316960486,47727.1349,2.0657,san_marino
21,2020-12-31,1.5447137846767,45515.7577,-6.6479,san_marino
22,7.4656,,,,san_marino
0,1995-12-31,16.832598870057,2207.4506,,serbia
1,1996-12-31,21.81800744879,2864.0847,6.2641,serbia
2,1997-12-31,25.676487999594,3380.0414,7.2074,serbia
3,1998-12-31,19.457979423376,2571.1727,3.3409,serbia
4,1999-12-31,19.388663551001,2571.304,-9.4242,serbia
5,2000-12-31,6.8758459865212,914.7857,6.1318,serbia
6,2001-12-31,12.960538723759,1727.2812,6.8788,serbia
7,2002-12-31,17.12090691835,2283.8467,6.3804,serbia
8,2003-12-31,22.482365321766,3005.4264,4.3878,serbia
9,2004-12-31,26.141968161092,3502.8029,9.0282,serbia
10,2005-12-31,27.683225959247,3720.4792,5.5303,serbia
11,2006-12-31,32.48207036032,4382.6173,5.1078,serbia
12,2007-12-31,43.170990616473,5848.4764,6.4395,serbia
13,2008-12-31,52.194221468501,7101.0401,5.6556,serbia
14,2009-12-31,45.162894380932,6169.1142,-2.7318,serbia
15,2010-12-31,41.819468691825,5735.4229,0.731,serbia
16,2011-12-31,49.258136128967,6809.1598,2.0363,serbia
17,2012-12-31,43.309252921057,6015.9452,-0.6815,serbia
18,2013-12-31,48.394239474676,6755.0737,2.8926,serbia
19,2014-12-31,47.062206677654,6600.0568,-1.5895,serbia
20,2015-12-31,39.655958842548,5588.9807,1.8061,serbia
21,2016-12-31,40.692643373033,5765.2008,3.3386,serbia
22,2017-12-31,44.179055279889,6292.5436,2.1012,serbia
23,2018-12-31,50.640650221462,7252.4019,4.4951,serbia
24,2019-12-31,51.514222381843,7417.2036,4.3317,serbia
25,2020-12-31,53.335016425415,7730.6917,-0.9446,serbia
26,2021-12-31,63.068134601125,9214.9935,7.3893,serbia
0,1995-12-31,21.35222401941,10730.451,,slovenia
1,1996-12-31,21.507232648725,10815.111,3.203,slovenia
2,1997-12-31,20.763101740696,10454.9656,5.0498,slovenia
3,1998-12-31,22.146231967686,11175.771,3.2794,slovenia
4,1999-12-31,22.71138431114,11452.7831,5.3327,slovenia
5,2000-12-31,20.289627636677,10201.3035,3.6724,slovenia
6,2001-12-31,20.876309970385,10479.7596,3.2166,slovenia
7,2002-12-31,23.489890274314,11777.1557,3.5056,slovenia
8,2003-12-31,29.634713641097,14849.0372,2.9603,slovenia
9,2004-12-31,34.414784504235,17233.1386,4.3592,slovenia
10,2005-12-31,36.20639597065,18098.9085,3.798,slovenia
11,2006-12-31,39.481045038264,19672.9656,5.7464,slovenia
12,2007-12-31,48.067401207398,23817.8867,6.9802,slovenia
13,2008-12-31,55.779427739661,27595.6,3.5098,slovenia
14,2009-12-31,50.567734885961,24792.128,-7.5484,slovenia
15,2010-12-31,48.20824022645,23532.4809,1.3437,slovenia
16,2011-12-31,51.583869785185,25128.015,0.8613,slovenia
17,2012-12-31,46.577793184003,22641.8051,-2.6394,slovenia
18,2013-12-31,48.415657264876,23503.2825,-1.0293,slovenia
19,2014-12-31,49.997186439092,24247.1733,2.7682,slovenia
20,2015-12-31,43.107506024325,20890.1664,2.2101,slovenia
21,2016-12-31,44.766722790583,21678.3595,3.1919,slovenia
22,2017-12-31,48.589100043095,23514.0255,4.8154,slovenia
23,2018-12-31,54.16359169532,26116.8564,4.4225,slovenia
24,2019-12-31,54.178877606,25942.9548,3.2505,slovenia
25,2020-12-31,53.58960958071,25489.5002,-4.2293,slovenia
26,2021-12-31,61.526331889499,29200.8199,8.1146,slovenia
0,1960-12-31,12.072126075397,396.3923,,spain
1,1961-12-31,13.834300571485,450.0533,11.8387,spain
2,1962-12-31,16.138545209246,520.2061,9.9534,spain
3,1963-12-31,19.07491394772,609.4874,9.5965,spain
4,1964-12-31,21.343844643734,675.2416,5.3085,spain
5,1965-12-31,24.756958694924,774.7616,6.2531,spain
6,1966-12-31,28.721062242163,889.6599,7.2461,spain
7,1967-12-31,31.647119228198,968.3068,4.3403,spain
8,1968-12-31,31.47554848141,950.5457,6.597,spain
9,1969-12-31,36.038711599541,1077.6787,8.907,spain
10,1970-12-31,40.99299500832,1212.2893,4.2906,spain
11,1971-12-31,46.619420359281,1362.1655,4.6495,spain
12,1972-12-31,59.132415221331,1708.8086,8.1497,spain
13,1973-12-31,78.639525985151,2247.5534,7.7885,spain
14,1974-12-31,97.274006345544,2749.9247,5.6188,spain
15,1975-12-31,114.77704637681,3209.8374,0.5422,spain
16,1976-12-31,118.50718477991,3279.3127,3.3038,spain
17,1977-12-31,132.44927710843,3627.5907,2.8386,spain
18,1978-12-31,160.5996875,4356.4392,1.463,spain
19,1979-12-31,214.60195587506,5770.2146,0.0415,spain
20,1980-12-31,232.76682292875,6208.578,2.2087,spain
21,1981-12-31,202.80789151198,5371.1664,-0.1325,spain
22,1982-12-31,195.99675450553,5159.7086,1.2465,spain
23,1983-12-31,170.95118561485,4478.5003,1.7701,spain
24,1984-12-31,172.10291037052,4489.9889,1.7847,spain
25,1985-12-31,180.79346379648,4699.6558,2.3214,spain
26,1986-12-31,251.32107520494,6513.5033,3.2533,spain
27,1987-12-31,318.7479355882,8239.6138,5.5471,spain
28,1988-12-31,376.16040994144,9703.1238,5.0943,spain
29,1989-12-31,414.757056922,10681.9712,4.827,spain
30,1990-12-31,536.55859125041,13804.8768,3.7814,spain
31,1991-12-31,577.16617453963,14811.9028,2.546,spain
32,1992-12-31,630.9160182025,16112.1889,0.9292,spain
33,1993-12-31,525.07563603085,13339.9086,-1.0315,spain
34,1994-12-31,530.56263445535,13415.287,2.3832,spain
35,1995-12-31,614.60902054977,15471.9627,2.7575,spain
36,1996-12-31,642.58899251281,16109.0844,2.6605,spain
37,1997-12-31,590.07727272727,14730.7972,3.7026,spain
38,1998-12-31,619.2148346141,15394.3515,4.393,spain
39,1999-12-31,634.9075428583,15720.6405,4.4905,spain
40,2000-12-31,598.3633134949,14749.6874,5.246,spain
41,2001-12-31,627.8300294122,15369.0012,3.9329,spain
42,2002-12-31,708.75667708863,17106.6866,2.731,spain
43,2003-12-31,907.49152317412,21510.8362,2.9819,spain
44,2004-12-31,1069.0556752738,24907.0009,3.1228,spain
45,2005-12-31,1153.7158227175,26429.1509,3.652,spain
46,2006-12-31,1260.3989778318,28389.0786,4.1027,spain
47,2007-12-31,1474.00257982,32591.3503,3.6047,spain
48,2008-12-31,1631.8634935523,35510.7222,0.8871,spain
49,2009-12-31,1491.4729237066,32169.5029,-3.7632,spain
50,2010-12-31,1422.1081997833,30532.4805,0.163,spain
51,2011-12-31,1480.7104957101,31677.9003,-0.8144,spain
52,2012-12-31,1324.7443147816,28322.8092,-2.9594,spain
53,2013-12-31,1355.1425850776,29067.8095,-1.4354,spain
54,2014-12-31,1371.2227125357,29500.7894,1.3839,spain
55,2015-12-31,1195.5999958086,25742.3688,3.8352,spain
56,2016-12-31,1232.9129632062,26523.3482,3.0313,spain
57,2017-12-31,1312.5392794624,28170.1679,2.9736,spain
58,2018-12-31,1420.9941425122,30364.5799,2.2888,spain
59,2019-12-31,1393.0460931372,29554.4905,2.0852,spain
60,2020-12-31,1281.4846400436,27056.4218,-10.8229,spain
61,2021-12-31,1425.2765862829,30115.7059,5.1295,spain
0,1960-12-31,15.822585033576,2114.003,,sweden
1,1961-12-31,17.212686614573,2288.9217,5.6813,sweden
2,1962-12-31,18.667251380075,2468.6946,4.259,sweden
3,1963-12-31,20.204870629744,2657.0225,5.3279,sweden
4,1964-12-31,22.532416750013,2941.0489,6.8212,sweden
5,1965-12-31,24.795499685775,3206.0992,3.8215,sweden
6,1966-12-31,26.971486546285,3454.4298,2.0908,sweden
7,1967-12-31,29.275995674689,3720.9268,3.3654,sweden
8,1968-12-31,31.066819929285,3926.409,3.6385,sweden
9,1969-12-31,33.738102482156,4234.1613,5.0091,sweden
10,1970-12-31,38.09245206062,4736.2172,7.2892,sweden
11,1971-12-31,41.566412922609,5132.7116,0.9446,sweden
12,1972-12-31,48.954145808836,6027.1285,2.2887,sweden
13,1973-12-31,59.404966684221,7301.2154,3.968,sweden
14,1974-12-31,66.013338964725,8089.9146,3.1982,sweden
15,1975-12-31,82.885397620538,10117.3067,2.5529,sweden
16,1976-12-31,89.362071672903,10868.2758,1.0581,sweden
17,1977-12-31,94.468740851482,11448.6194,-1.5963,sweden
18,1978-12-31,104.44235122275,12620.5186,1.7515,sweden
19,1979-12-31,123.38641016072,14877.1643,3.84,sweden
20,1980-12-31,142.09206828069,17097.8327,1.7,sweden
21,1981-12-31,129.68693822333,15586.4301,0.4548,sweden
22,1982-12-31,114.38055773088,13738.9723,1.2487,sweden
23,1983-12-31,105.0143566668,12608.2292,1.9006,sweden
24,1984-12-31,109.2013625813,13099.0208,4.2295,sweden
25,1985-12-31,114.12353758179,13666.8577,2.1604,sweden
26,1986-12-31,150.49805772362,17981.0194,2.6913,sweden
27,1987-12-31,183.00963835089,21792.5589,3.3538,sweden
28,1988-12-31,206.98667450059,24534.6938,2.559,sweden
29,1989-12-31,217.94831562456,25662.2206,2.6548,sweden
30,1990-12-31,261.84619449888,30593.6724,0.7547,sweden
31,1991-12-31,274.2290343117,31822.8038,-1.146,sweden
32,1992-12-31,284.32111559463,32800.9827,-1.1586,sweden
33,1993-12-31,212.95333658812,24425.2849,-2.0656,sweden
34,1994-12-31,229.03356661483,26083.6144,3.93,sweden
35,1995-12-31,267.3058752611,30282.9639,3.9352,sweden
36,1996-12-31,291.74381151208,32998.9682,1.5795,sweden
37,1997-12-31,268.14614467773,30312.4876,3.0705,sweden
38,1998-12-31,270.80906678071,30596.5272,4.3118,sweden
39,1999-12-31,274.07218241673,30941.0794,4.2472,sweden
40,2000-12-31,262.83545436686,29624.9127,4.7663,sweden
41,2001-12-31,242.39585249441,27247.8577,1.4495,sweden
42,2002-12-31,266.84906183566,29899.1952,2.1969,sweden
43,2003-12-31,334.33721232208,37321.7979,2.3098,sweden
44,2004-12-31,385.11804487747,42821.6731,4.3369,sweden
45,2005-12-31,392.21808887878,43437.0631,2.8588,sweden
46,2006-12-31,423.09343742376,46593.6022,4.6628,sweden
47,2007-12-31,491.25258921702,53700.0053,3.4392,sweden
48,2008-12-31,517.7061492012,56152.5523,-0.4506,sweden
49,2009-12-31,436.53701429355,46946.9603,-4.3398,sweden
50,2010-12-31,495.81255884331,52869.0443,5.9521,sweden
51,2011-12-31,574.09411297273,60755.7596,3.1953,sweden
52,2012-12-31,552.4837272828,58037.8213,-0.5883,sweden
53,2013-12-31,586.84182179689,61126.9432,1.1878,sweden
54,2014-12-31,581.96401723709,60020.3605,2.6578,sweden
55,2015-12-31,505.10378134976,51545.4836,4.4893,sweden
56,2016-12-31,515.65467146955,51965.1572,2.0706,sweden
57,2017-12-31,541.0187497691,53791.5087,2.5679,sweden
58,2018-12-31,555.45537148709,54589.0604,1.95,sweden
59,2019-12-31,533.87952918845,51939.4297,1.9862,sweden
60,2020-12-31,541.48715147456,52300.2062,-2.9442,sweden
61,2021-12-31,627.43789888729,60238.9866,4.8006,sweden
0,1960-12-31,9.5227467192161,1787.3603,,switzerland
1,1961-12-31,10.712712465052,1971.3163,,switzerland
2,1962-12-31,11.879982758562,2131.3917,,switzerland
3,1963-12-31,13.063643795788,2294.1828,,switzerland
4,1964-12-31,14.480556571548,2501.2932,,switzerland
5,1965-12-31,15.346741669757,2620.4755,,switzerland
6,1966-12-31,16.480058704853,2784.7335,,switzerland
7,1967-12-31,17.74001317926,2960.7226,,switzerland
8,1968-12-31,18.9427297791,3121.889,,switzerland
9,1969-12-31,20.524886616479,3344.7836,,switzerland
10,1980-12-31,122.66090589008,19410.1894,,switzerland
11,1981-12-31,112.33919509215,17679.8689,1.6013,switzerland
12,1982-12-31,115.14010885091,18015.106,-1.3094,switzerland
13,1983-12-31,114.73075746749,17874.2507,0.6391,switzerland
14,1984-12-31,109.54735583266,17005.5342,3.0085,switzerland
15,1985-12-31,111.07364047047,17166.5185,3.6736,switzerland
16,1986-12-31,159.22370393018,24480.4226,1.8586,switzerland
17,1987-12-31,199.40391295601,30466.109,1.5855,switzerland
18,1988-12-31,215.72187863049,32717.9204,3.2776,switzerland
19,1989-12-31,208.28084846262,31334.9791,4.3308,switzerland
20,1990-12-31,265.9870616182,39607.8191,3.6746,switzerland
21,1991-12-31,269.12782078103,39577.7487,-0.9158,switzerland
22,1992-12-31,280.15681979804,40747.9255,-0.0437,switzerland
23,1993-12-31,272.46645844613,39270.1141,-0.126,switzerland
24,1994-12-31,301.62848943482,43128.0141,1.2698,switzerland
25,1995-12-31,353.13251501057,50155.9741,0.4809,switzerland
26,1996-12-31,340.47124190939,48144.5791,0.4939,switzerland
27,1997-12-31,295.12135671467,41631.4389,2.2692,switzerland
28,1998-12-31,303.88235411781,42740.1282,3.0653,switzerland
29,1999-12-31,298.52048062841,41786.2341,1.7455,switzerland
30,2000-12-31,279.84115170535,38952.0342,3.9764,switzerland
31,2001-12-31,287.22653116852,39727.8467,1.5758,switzerland
32,2002-12-31,310.17577248813,42578.7631,-0.0055,switzerland
33,2003-12-31,363.06329397787,49470.3971,-0.0468,switzerland
34,2004-12-31,405.53132127061,54878.471,2.8215,switzerland
35,2005-12-31,420.54494779955,56546.7857,2.8826,switzerland
36,2006-12-31,443.80190540756,59300.6172,4.015,switzerland
37,2007-12-31,493.53737670776,65359.5192,3.9957,switzerland
38,2008-12-31,570.30419721171,74572.2324,2.7555,switzerland
39,2009-12-31,558.19986857826,72083.1677,-2.0796,switzerland
40,2010-12-31,603.43449340268,77117.126,3.2681,switzerland
